time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-02-12T03:02:00.490Z,38.7781677,-122.74617,1.4,1.18,md,11,73,0.008951,0.03,nc,nc72968286,2018-02-12T03:35:02.655Z,"1km E of The Geysers, CA",earthquake,0.4,0.57,0.15,4,automatic,nc,nc
2018-02-12T02:48:38.290Z,-4.4943,143.5065,109.63,4.4,mb,,135,4.558,0.54,us,us2000d0rb,2018-02-12T03:04:38.040Z,"78km ESE of Ambunti, Papua New Guinea",earthquake,9.8,17.8,0.219,6,reviewed,us,us
2018-02-12T02:45:40.514Z,59.8143,-145.0295,9.9,2.1,ml,,,,0.88,ak,ak18430513,2018-02-12T03:00:33.235Z,"84km ENE of Middleton Island, Alaska",earthquake,,3.7,,,automatic,ak,ak
2018-02-12T02:35:11.660Z,38.8195,-122.7998352,2.41,0.55,md,11,66,0.008894,0.05,nc,nc72968276,2018-02-12T03:07:02.617Z,"6km NW of The Geysers, CA",earthquake,0.48,0.52,0.16,3,automatic,nc,nc
2018-02-12T02:27:15.090Z,-8.312,119.6142,174.97,4.3,mb,,89,2.615,0.85,us,us2000d0qv,2018-02-12T02:39:17.040Z,"32km NNE of Komodo, Indonesia",earthquake,9.4,11.3,0.168,10,reviewed,us,us
2018-02-12T02:05:34.990Z,60.2603,-141.2022,17.7,1.4,ml,,,,0.47,ak,ak18430492,2018-02-12T02:09:06.357Z,"71km ENE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-02-12T02:01:34.400Z,11.5364,-60.4796,50.85,4.2,mb,,100,1.293,0.47,us,us2000d0qt,2018-02-12T02:15:35.040Z,"33km NNE of Roxborough, Trinidad and Tobago",earthquake,7.5,12.7,0.2,7,reviewed,us,us
2018-02-12T02:00:43.045Z,64.5796,-149.1594,0,1.3,ml,,,,0.83,ak,ak18430490,2018-02-12T02:07:25.001Z,"2km W of North Nenana, Alaska",earthquake,,28.6,,,automatic,ak,ak
2018-02-12T01:46:50.250Z,46.8985,-112.503,15.12,0.33,md,8,132,0.119,0.08,mb,mb80281154,2018-02-12T15:24:31.230Z,"14km ESE of Lincoln, Montana",earthquake,0.61,0.48,,1,reviewed,mb,mb
2018-02-12T01:43:27.810Z,33.5593333,-116.709,0.81,-0.09,ml,8,101,0.02439,0.16,ci,ci38106760,2018-02-12T01:47:12.632Z,"3km W of Anza, CA",earthquake,0.77,1.16,0.111,4,automatic,ci,ci
2018-02-12T01:25:32.270Z,55.942,-149.7289,9.77,4.1,mb,,181,2.35,0.71,us,us2000d0qp,2018-02-12T04:42:11.040Z,"262km SE of Kodiak, Alaska",earthquake,7.5,7.1,0.369,2,reviewed,us,us
2018-02-12T01:22:11.560Z,33.5121667,-116.7896667,6.58,0.45,ml,23,66,0.06879,0.16,ci,ci38106752,2018-02-12T17:46:56.770Z,"10km NE of Aguanga, CA",earthquake,0.25,0.81,0.159,14,reviewed,ci,ci
2018-02-12T01:16:57.260Z,35.8748333,-90.0048333,20.6,2.07,md,30,69,0.06432,0.13,nm,nm60187882,2018-02-12T19:26:25.486Z,"9km SW of Blytheville, Arkansas",earthquake,0.61,0.29,0.06,15,reviewed,nm,nm
2018-02-12T01:10:15.390Z,38.8051682,-122.7788315,1.33,1.01,md,14,60,0.008208,0.05,nc,nc72968246,2018-02-12T01:42:03.462Z,"4km NNW of The Geysers, CA",earthquake,0.23,0.55,0.18,4,automatic,nc,nc
2018-02-12T01:09:20.230Z,33.4891667,-116.4556667,2.23,0.48,ml,19,62,0.09276,0.22,ci,ci38106744,2018-02-12T01:13:01.105Z,"22km ESE of Anza, CA",earthquake,0.29,0.57,0.085,12,automatic,ci,ci
2018-02-12T01:04:00.916Z,62.7369,-149.8539,71.7,1.4,ml,,,,0.39,ak,ak18430075,2018-02-12T03:05:47.302Z,"47km NNE of Talkeetna, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-02-12T00:52:33.560Z,6.0927,133.6609,10,5,mb,,65,8.087,0.7,us,us2000d0qi,2018-02-12T01:15:40.040Z,"103km SSW of Angaur State, Palau",earthquake,8.7,1.8,0.047,145,reviewed,us,us
2018-02-12T00:29:37.920Z,34.2548333,-116.8828333,7.12,1.21,ml,40,44,0.03228,0.2,ci,ci38106728,2018-02-12T17:46:24.265Z,"3km ENE of Big Bear Lake, CA",earthquake,0.32,0.66,0.1,26,reviewed,ci,ci
2018-02-12T00:16:00.360Z,38.8396683,-122.8379974,1.69,1.01,md,14,123,0.002237,0.03,nc,nc72968221,2018-02-12T00:48:02.282Z,"10km NW of The Geysers, CA",earthquake,0.29,0.48,0.15,3,automatic,nc,nc
2018-02-12T00:07:46.656Z,57.4441,-150.9753,10.7,2.8,ml,,,,0.74,ak,ak18429682,2018-02-12T00:10:57.608Z,"93km ESE of Kodiak, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-02-12T00:03:41.294Z,61.7904,-149.0133,36.6,1.8,ml,,,,0.69,ak,ak18429677,2018-02-12T00:07:13.725Z,"8km W of Sutton-Alpine, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-02-12T00:03:16.918Z,64.1476,-146.9523,0,1.4,ml,,,,0.58,ak,ak18429675,2018-02-12T00:17:43.037Z,"42km S of Salcha, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-02-11T23:46:20.525Z,38.8602,-118.8631,9.1,0.8,ml,5,119.81,0.353,0.0575,nn,nn00621418,2018-02-12T00:08:58.098Z,"29km ESE of Yerington, Nevada",earthquake,,24.6,0.22,2,reviewed,nn,nn
2018-02-11T23:14:24.590Z,31.0511,-104.7415,5,2.5,mb_lg,,89,0.336,0.47,us,us2000d0p0,2018-02-12T00:05:17.930Z,"8km E of Van Horn, Texas",earthquake,2.8,1.9,0.111,21,reviewed,us,us
2018-02-11T23:14:14.960Z,13.8056,146.4109,10,6,mww,,27,1.514,0.93,us,us2000d0p1,2018-02-12T01:58:37.347Z,"136km ESE of Rota, Northern Mariana Islands",earthquake,8,1.8,0.073,18,reviewed,us,us
2018-02-11T23:11:53.080Z,-25.6746,-71.0147,35,4.1,mb,,157,0.602,0.76,us,us2000d0nx,2018-02-12T00:10:32.040Z,"61km WSW of Taltal, Chile",earthquake,5.4,2,0.198,7,reviewed,us,us
2018-02-11T23:09:32.820Z,33.47,-116.5201667,11.65,0.56,ml,13,91,0.07285,0.2,ci,ci38106696,2018-02-11T23:13:18.792Z,"17km ESE of Anza, CA",earthquake,0.58,0.88,0.196,13,automatic,ci,ci
2018-02-11T22:57:20.920Z,33.5031667,-116.795,4.22,1.59,ml,62,32,0.07858,0.19,ci,ci38106680,2018-02-12T17:47:00.130Z,"9km NE of Aguanga, CA",earthquake,0.17,0.49,0.132,26,reviewed,ci,ci
2018-02-11T22:46:21.250Z,33.4876667,-116.787,6.47,0.29,ml,15,82,0.08794,0.21,ci,ci38106664,2018-02-11T22:50:06.717Z,"9km NE of Aguanga, CA",earthquake,0.39,1.19,0.203,8,automatic,ci,ci
2018-02-11T22:39:26.380Z,33.6743333,-116.7215,14.13,0.65,ml,22,84,0.03724,0.14,ci,ci38106656,2018-02-11T22:43:06.189Z,"7km S of Idyllwild, CA",earthquake,0.32,0.51,0.159,20,automatic,ci,ci
2018-02-11T22:33:43.010Z,44.2733333,-114.5781667,12.36,2.5,ml,9,105,0.72,0.29,mb,mb80281129,2018-02-12T15:57:34.570Z,"37km SW of Challis, Idaho",earthquake,1.04,2.87,0.165,9,reviewed,mb,mb
2018-02-11T22:29:40.630Z,33.7,-116.7236667,16.85,1.56,ml,65,19,0.01367,0.18,ci,ci38106648,2018-02-12T17:48:05.070Z,"4km S of Idyllwild, CA",earthquake,0.18,0.34,0.178,26,reviewed,ci,ci
2018-02-11T22:04:11.960Z,44.2553333,-114.5683333,16.44,2.16,ml,8,106,0.702,0.12,mb,mb80281124,2018-02-12T15:51:25.020Z,"38km SW of Challis, Idaho",earthquake,0.38,2,0.25,8,reviewed,mb,mb
